NAME	GS<br> follow link to MSigDB	GS DETAILS	SIZE	ES	NES	NOM p-val	FDR q-val	FWER p-val	RANK AT MAX	LEADING EDGE	
HP_ABNORMALITY_OF_MUSCLE_SIZE	HP_ABNORMALITY_OF_MUSCLE_SIZE		17	-0.1596173	-0.7706743	0.745283	0.8817681	1.0	216	tags=59%, list=41%, signal=96%	
GOBP_HOMEOSTATIC_PROCESS	GOBP_HOMEOSTATIC_PROCESS		29	-0.11641738	-0.7701853	0.75405407	0.8758299	1.0	259	tags=62%, list=49%, signal=115%	
GOBP_TISSUE_DEVELOPMENT	GOBP_TISSUE_DEVELOPMENT		32	-0.11011979	-0.7692091	0.77410465	0.8706382	1.0	457	tags=97%, list=86%, signal=661%	
GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION	GOBP_POSTTRANSCRIPTIONAL_REGULATION_OF_GENE_EXPRESSION		19	-0.1409519	-0.7667489	0.7533875	0.8679845	1.0	61	tags=26%, list=12%, signal=29%	
HP_ABNORMAL_CORNEA_MORPHOLOGY	HP_ABNORMAL_CORNEA_MORPHOLOGY		15	-0.15631536	-0.7514194	0.7628866	0.8852088	1.0	156	tags=47%, list=29%, signal=64%	
GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II	GOBP_NEGATIVE_REGULATION_OF_TRANSCRIPTION_BY_RNA_POLYMERASE_II		17	-0.14678372	-0.73577636	0.8210784	0.90215313	1.0	387	tags=88%, list=73%, signal=317%	
GOBP_CELLULAR_COMPONENT_MORPHOGENESIS	GOBP_CELLULAR_COMPONENT_MORPHOGENESIS		16	-0.14957863	-0.7314119	0.8039216	0.90164214	1.0	314	tags=75%, list=59%, signal=178%	
HP_ABNORMALITY_OF_HINDBRAIN_MORPHOLOGY	HP_ABNORMALITY_OF_HINDBRAIN_MORPHOLOGY		17	-0.14737162	-0.7262158	0.826506	0.9021121	1.0	162	tags=47%, list=31%, signal=66%	
HP_ABNORMAL_JAW_MORPHOLOGY	HP_ABNORMAL_JAW_MORPHOLOGY		15	-0.15460381	-0.72274274	0.80407125	0.9004869	1.0	156	tags=47%, list=29%, signal=64%	
GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS	GOBP_POSITIVE_REGULATION_OF_IMMUNE_SYSTEM_PROCESS		18	-0.13368689	-0.6879881	0.86567163	0.9396527	1.0	156	tags=44%, list=29%, signal=61%	
HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY	HP_ABNORMAL_SYSTEMIC_ARTERIAL_MORPHOLOGY		17	-0.13684225	-0.6770415	0.8603491	0.946162	1.0	426	tags=94%, list=80%, signal=464%	
GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION	GOBP_REGULATION_OF_INTRACELLULAR_SIGNAL_TRANSDUCTION		28	-0.10594064	-0.66138816	0.8781726	0.95712924	1.0	91	tags=29%, list=17%, signal=33%	
GOCC_CHROMATIN	GOCC_CHROMATIN		24	-0.108695656	-0.6595379	0.8950131	0.95227873	1.0	476	tags=100%, list=90%, signal=937%	
GOCC_VESICLE_MEMBRANE	GOCC_VESICLE_MEMBRANE		23	-0.11304085	-0.6593901	0.9046392	0.94570065	1.0	208	tags=52%, list=39%, signal=82%	
HP_LOCALIZED_SKIN_LESION	HP_LOCALIZED_SKIN_LESION		23	-0.113104425	-0.64814544	0.89402175	0.95086515	1.0	448	tags=96%, list=85%, signal=591%	
GOMF_MOLECULAR_TRANSDUCER_ACTIVITY	GOMF_MOLECULAR_TRANSDUCER_ACTIVITY		22	-0.11560298	-0.6444024	0.8931507	0.94801223	1.0	33	tags=18%, list=6%, signal=19%	
HP_DECREASED_HEAD_CIRCUMFERENCE	HP_DECREASED_HEAD_CIRCUMFERENCE		25	-0.1055519	-0.63507444	0.90909094	0.9505366	1.0	407	tags=88%, list=77%, signal=361%	
GOBP_CHEMICAL_HOMEOSTASIS	GOBP_CHEMICAL_HOMEOSTASIS		16	-0.12790193	-0.6157166	0.9276808	0.96024185	1.0	154	tags=44%, list=29%, signal=60%	
GOMF_ENZYME_REGULATOR_ACTIVITY	GOMF_ENZYME_REGULATOR_ACTIVITY		21	-0.10973252	-0.61185235	0.92544985	0.95664907	1.0	447	tags=95%, list=84%, signal=584%	
HP_ABNORMAL_REFLEX	HP_ABNORMAL_REFLEX		27	-0.095023654	-0.6022747	0.9373297	0.9572714	1.0	274	tags=63%, list=52%, signal=124%	
GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS	GOBP_CELLULAR_MACROMOLECULE_BIOSYNTHETIC_PROCESS		26	-0.09753212	-0.5872701	0.9211823	0.960595	1.0	457	tags=96%, list=86%, signal=664%	
HP_ABNORMAL_RETINAL_MORPHOLOGY	HP_ABNORMAL_RETINAL_MORPHOLOGY		18	-0.107993685	-0.5565707	0.9604938	0.970613	1.0	84	tags=28%, list=16%, signal=32%	
