NAMES	DESCRIPTION	f65571bf-793a-43d5-93aa-c85bac4dca56.htseq.counts	0b3957f2-b010-44ef-8376-455427a5e158.htseq.counts	01ddf9de-8532-4a68-af48-fec5bed7e78d.htseq.counts	254023bc-c2bd-4d26-8f62-b18e2906037d.htseq.counts	4a7fa98b-c6cb-48a9-909e-41a7efde10b2.htseq.counts	14aa3bdb-5c34-4fb4-91b8-876faf41674d.htseq.counts	cb26f33d-b1b7-411a-9f21-7e3ea98694d9.htseq.counts	9a2b0bc5-8882-4aba-ac8a-51b1484b66ea.htseq.counts	fd700b77-843b-49a6-800d-545b5f2bab90.htseq.counts	f10cc48c-4566-41fd-8dbf-66393ee09d70.htseq.counts
ENO2		6634.582519	6197.95108	3294.454701	15617.92414	1855.409417	8379.125566	2946.791999	6792.081985	6957.929393	968.5051615
ATN1		11228.57374	11119.64602	22536.42817	12910.13883	21584.44682	26509.27947	9661.289221	17597.95286	12711.43514	11301.91398
C12orf57		5376.750045	2972.05504	3853.999809	14502.09852	3266.387028	3236.168688	2419.273753	4784.738269	4362.786363	3719.704723
PTPN6		653.1053231	5653.250601	323.7437151	3668.534194	222.5893744	4442.4584	4876.086257	607.414661	2330.863022	244.1416103
LPCAT3		630.8513639	555.2771872	457.1067978	449.4802464	832.8427936	489.0061261	671.7460808	583.1540162	395.3368973	382.3349746
NT5DC3		1317.821407	1311.511833	882.3224236	4021.091477	634.1556339	1067.532825	3641.258903	694.5732736	1843.461368	635.6894758
SLCO1B3		0	0	0	0	0	0	0	0	345.5136171	1.151611369
SUDS3		4852.33066	2325.113047	2086.455764	1680.401892	3113.263465	1687.462788	2186.138348	2081.024193	2869.171071	2128.17781
GOLT1B		3903.150923	5001.901647	2455.620239	5256.85927	6470.030743	2476.362831	4031.464347	2346.992743	5828.24067	5639.440875
GYS2		9.675634416	3.525569443	40.58876428	6.057685262	8.963330515	12.30907869	4.939309418	12.57959357	1.083114787	10.36450232
LDHB		13334.95935	14847.93571	11279.81087	31050.48311	29279.46607	13469.48911	11846.43971	19296.19799	27999.60036	45459.8588
PRKAB1		3005.25205	2475.831141	1791.704023	3066.400279	2789.089678	2460.696731	2879.61739	2690.235939	1640.918903	2080.961744
CMAS		1715.489982	2097.713818	1546.238639	6307.261894	3798.95825	1096.627011	1369.176571	1648.8253	2451.088763	4453.281165
HCFC2		2278.611905	1336.190819	1859.351964	599.7108409	1267.564324	1012.701474	1198.276465	1213.032237	895.735929	783.0957311
ST8SIA1		203.1883227	37.01847915	1475.691501	510.057099	3196.174273	43.64127899	1025.400635	756.572699	485.2354246	2018.77473
CLEC4A		96.75634416	468.9007359	168.153452	356.1918934	79.92303042	410.6756254	653.9645669	123.9988509	185.2126286	79.46118448
C2CD5		2094.774851	1371.446513	2357.047526	1564.094335	5793.299289	2733.734476	2016.226104	2687.540312	2234.465806	2209.942218
RAB35		5701.851361	4247.429786	3042.224523	3189.977059	2901.878254	3355.902454	4388.082487	3350.664602	4735.377849	4471.706947
PHC1		861.131463	639.8908538	1516.280266	482.1917468	1473.720925	732.9496856	709.2848324	1363.98736	704.0246116	841.8279109
COX6A1		5947.612475	4687.244574	2513.604188	9550.546584	2976.572675	5562.584561	3285.628625	2964.291371	6248.489207	6162.272437
RFX4		12.57832474	9.695315967	411.6860377	1.211537052	306.9940701	15.66610015	1.975723767	55.70962867	0	2.303222739
RIC8B		2292.157793	1141.403107	1923.134308	746.3068242	1570.076728	1032.843603	1113.320343	1353.204851	1144.85233	1846.033025
SRSF9		5561.554662	3901.92398	3738.99831	5496.743606	4598.935498	2881.443421	3849.69776	4189.004659	8526.279604	8064.734419
FGFR1OP2		3121.359663	3232.065786	2963.946192	3145.150188	2593.390296	2072.401249	2725.510937	1961.518055	2216.052855	754.3054469
KLRB1		27.09177636	165.7017638	21.26078129	125.9998534	17.92666103	146.5899371	118.543426	110.5207149	171.1321364	17.27417054
COL12A1		57980.27167	26062.7721	42782.49035	10371.96871	71948.65404	6002.354372	41405.24299	69761.93323	211263.7055	20438.79858
BTN3A3		1061.417095	2227.278495	1600.356992	1193.363997	495.9709551	2340.962965	3265.871387	2166.385721	2793.353036	529.7412299
TDP2		2257.325509	1697.561687	1300.773255	1400.536832	1066.636331	1756.841231	1919.41564	1965.112224	2956.903369	1948.526437
FRK		934.6662846	23.79759374	280.2557534	8.480759366	659.551737	11.19007154	87.91970763	636.1680177	230.7034497	54.12573435
DSE		6309.481203	6612.205489	1921.201509	2206.208972	4959.709551	4866.562111	5708.853825	4493.610532	2986.147468	3801.46913
RWDD1		3087.494942	2130.325336	1606.155387	2298.285788	2441.013677	2978.797043	2128.842359	2479.977018	1555.352834	2776.535011
RSPH4A		9.675634416	65.22303469	58.95034813	13.32690758	108.3069104	39.16525038	22.72082332	18.86939036	5.415573936	25.33545012
MAK		21.28639571	66.10442705	64.74874302	23.01920399	10.45721893	41.40326468	19.75723767	59.30379826	22.74541053	26.48706149
TMEM14C		5851.823695	3768.833734	3250.00034	5470.089791	3058.736538	6693.900793	4341.652978	5248.386146	7074.90579	4163.0751
PAK1IP1		1399.096737	915.7666627	645.5546319	653.0184712	766.364759	920.9428874	1281.256863	903.0351099	1432.960863	1683.655822
GCNT2		54.18355273	234.4503679	66.68154132	86.01913072	39.58804311	287.5848385	271.662018	91.65132458	378.0070607	87.52246406
SMIM8		469.2682692	313.7756804	432.946819	288.3458185	529.5834446	368.1533535	387.2418583	341.4461112	872.9905184	374.273695
NEDD9		1238.481205	2550.749492	2824.784714	1396.902221	2085.468233	6362.674676	2855.908705	1821.34544	3619.769619	2441.416103
CEP85L		497.327609	861.1203363	689.0425937	634.8454154	1169.714632	1163.76744	1210.130807	744.8916478	381.2564051	788.8537879
ADTRP		3692.222093	28.20455554	22.22718044	21.80766694	2.240832629	25.73716453	9.878618835	17.97084796	2113.15695	13.81933643
ASF1A		1316.853844	646.0606003	1120.056614	577.903174	2205.726251	1178.314533	1178.519227	1116.888201	1174.096429	1736.629945
MCM9		675.3592822	576.4306038	488.9979697	291.9804296	636.3964665	532.6474051	866.3548719	838.3400572	479.8198507	520.5283389
FAM184A		54.18355273	127.8018923	569.2090991	181.7305578	753.6667074	484.5300975	148.1792825	467.2420469	139.7218075	230.3222739
RNGTT		1323.626788	888.4434995	742.1945469	551.2493588	1474.46787	729.5926642	1689.243821	998.280604	1426.462175	1047.966346
MAN1A1		8957.702342	2424.710384	3192.98279	1406.594518	3060.977371	1877.694004	3173.01237	4525.958058	2887.584023	5194.918887
GABRR2		26.12421292	7.932531246	16.42878554	2.423074105	16.43277261	29.09418599	18.76937579	16.17376316	6.498688723	18.42578191
SERINC1		13867.11924	19894.78836	14652.54391	8908.431946	15416.18154	26043.77249	23712.63665	14232.91158	6526.849707	11422.83317
HDDC2		1636.14978	2146.190398	1810.065607	2566.035477	3405.318651	1555.419944	1492.659306	3423.446536	1831.547105	3993.788229
TPD52L1		113.2049227	129.564677	1364.555599	21.80766694	851.5163989	101.829651	184.7301722	2517.715799	322.7682066	1038.753455
HINT3		815.6559813	2230.804065	1387.749179	837.1721032	2721.8647	1621.441366	1258.53604	1939.054495	960.7228162	1387.6917
NCOA7		2064.780384	2879.508842	1105.560627	799.6144545	1034.51773	1193.980633	1504.513649	2817.82896	1800.136776	609.2024143
RIPOR2		44.50791831	141.0227777	344.0380973	41.19225978	174.784945	445.3648471	234.1232664	222.8385147	396.4200121	308.631847
SASH1		3379.699101	8043.586683	3095.376476	1450.209852	13270.95777	4207.466898	6408.260038	7954.795848	1534.773653	2953.883162
UST		1204.616485	1392.59993	1827.460792	1440.517555	4314.349754	1052.985732	1010.582707	1403.523225	696.4428081	2383.835534
ULBP1		135.4588818	339.3360588	402.0220462	119.9421682	928.4516525	31.3322003	27.66013274	1087.236301	116.976397	23.03222739
FBXO5		1528.750238	447.7473192	570.1754983	367.0957269	2419.352295	268.5617169	538.3847265	943.4695178	1274.826104	929.350375
MTRF1L		859.1963361	623.144399	410.7196386	622.7300449	599.0492561	355.8442749	735.9571032	535.5312691	489.5678838	602.2927461
PPARD		3036.21408	8556.557037	4786.574988	6083.12754	3379.922548	7650.651909	8035.268561	3570.807489	6260.40347	3010.312119
FANCE		466.3655788	298.7920103	286.0541483	300.461189	439.2031952	590.8357771	422.8048862	822.166294	848.0788783	1463.69805
TULP1		3.870253766	0.881392361	18.36158384	0	8.963330515	4.476028615	0.987861884	337.8519416	6.498688723	86.37085269
SLC26A8		0.967563442	3.525569443	6.764794047	9.692296419	9.710274724	2.238014307	3.951447534	50.31837428	6.498688723	4.606445477
MAPK14		4480.786298	2360.368742	2819.952719	2111.709082	2946.694907	2232.419272	2784.78265	5609.60019	6028.616905	2213.397052
KCTD20		7577.956875	6883.674336	3937.110136	5082.397935	4336.758081	5250.381565	13387.50425	5884.554164	4493.843252	7693.915558
STK38		4751.704062	1408.464992	2099.985352	1455.056	1725.441124	4559.954151	3055.456806	2780.988721	3685.839621	3081.712024
SRSF3		16951.7115	11001.53945	10766.65293	9276.73921	14239.74441	11787.62136	11411.78048	12066.52586	19224.20436	14760.20292
SOD2		57257.50178	19526.36636	4872.584512	36278.2655	7467.201263	26455.56713	5568.577437	14037.92788	24336.50615	3105.895863
MRPL18		3608.044074	2517.256582	1440.901132	3450.457525	3299.252574	2272.703529	2036.971204	2610.265666	2519.324995	2337.77108
MCM3		14289.94447	3033.752505	2857.642285	3240.861615	6970.483363	3420.804869	4832.620334	5777.627618	16597.651	9776.028914
RNF8		1296.535012	983.6338745	872.6584321	582.7493222	751.4258748	803.4471363	990.8254692	1581.43462	2038.422029	1623.772031
PHACTR1		565.0570499	1581.217895	1358.757204	1521.690538	817.1569652	2066.806213	394.1568915	977.6141289	288.1085334	667.9345942
MDGA1		3047.824841	211.5341666	1147.115791	609.4031373	1096.5141	1036.200624	944.3959607	1784.505202	696.4428081	560.8347368
CILK1		2251.520129	1070.891718	1746.283263	425.2495054	1158.510469	1369.664756	1880.889026	1705.433471	1321.40004	1695.171936
FBXO9		3022.668192	1995.472304	2922.391028	1751.882578	1892.009683	2524.480139	2072.534232	2709.10533	2245.296954	1973.861887
CD83		194.4802518	3229.421609	163.3214563	461.5956169	1425.916496	3120.910951	1692.207406	667.6170016	1026.792818	679.4507079
MDN1		3762.854224	3268.202873	3072.182897	1598.017372	4489.134699	2466.291767	4055.173032	4157.555675	1848.876942	4226.413725
GLP1R		0	2.644177082	23.19357959	0	61.24942518	1.119007154	15.80579014	30.55044153	0	1.151611369
SAYSD1		1095.281816	794.1345169	1142.283795	711.1722497	1652.240592	1086.555946	636.183053	1186.974508	887.0710107	1468.304496
BMP5		0.967563442	91.66480551	3163.024417	4.846148209	4561.588288	1.119007154	4.939309418	4950.07007	101.81279	4634.08415
BACH2		3316.807478	229.1620138	495.7627638	144.1729092	3524.082781	770.9959289	297.3464269	1374.769869	756.0141214	4673.238936
RBM24		93.85365383	150.7180937	238.70059	7.269222314	135.9438461	13.42808584	4.939309418	155.4478348	252.3657454	264.8706149
CAP2		122.8805571	119.869361	355.6348871	61.78838967	1206.314898	1644.940516	64.21102243	658.6315776	978.0526528	272.9318945
TREML2		6.772944091	30.84873262	2.899197449	12.11537052	5.228609467	20.14212877	28.64799462	10.78250877	25.99475489	1.151611369
ZNF451		2126.704445	2151.478752	1734.686474	1244.248553	1633.566986	1702.009881	1667.510859	1732.389743	2744.612871	2624.522311
BAG2		914.3474523	215.9411284	600.1338719	109.0383347	566.930655	275.2757598	327.9701453	1431.37804	1909.53137	603.4443575
RAB23		3073.949054	469.7821282	924.8439862	56.94224146	785.7853084	397.2475395	815.9739158	1629.95591	2517.158765	479.0703296
FHL5		35.79984734	88.13923606	37.68956684	6.057685262	28.38387996	59.30737914	48.40523229	10.78250877	31.41032883	63.33862531
GPR63		59.02136994	9.695315967	356.6012862	2.423074105	419.0357016	10.07106438	33.58730404	274.9539737	119.1426266	19.57739328
KHDRBS2		29.02690325	12.33949305	0.96639915	6.057685262	2.987776838	575.169677	4.939309418	1.797084796	8.664918297	1.151611369
FBXL4		1917.710741	772.9811003	1299.806856	829.9028808	1257.107105	2616.238725	2041.910513	1417.001361	1286.740367	642.599144
CCNC		2719.820834	1709.019787	1659.30734	1550.767427	3164.802616	1230.907869	1543.040262	2390.122778	2146.733508	3059.831408
PRDM13		0	0	138.1950784	76.3268343	411.5662595	0	6.915033185	113.2163421	28.16098447	1.151611369
E2F3		1556.809578	985.3966592	639.756237	650.5953971	1109.212151	708.3315283	1556.870328	1208.539525	2859.423038	2828.357523
PTP4A1		8180.748899	12611.84329	3109.872463	5781.454814	8412.832632	4582.334294	15752.44559	5217.835704	11826.53036	6317.739972
SIM1		0	7.932531246	1070.770258	1.211537052	447.4195815	1.119007154	89.8954314	460.0537077	144.0542667	149.709478
ASCC3		2841.733828	2989.682887	1309.470848	1273.325442	3164.055672	2091.42437	4455.257095	2309.253963	1884.61973	1964.648996
BVES		1518.10704	756.2346454	832.0696678	548.8262847	1998.822705	3828.123473	1379.055189	1413.407192	301.1059108	344.3317994
COL9A1		69.66456779	59.05328816	19.32798299	49.67301915	1127.138812	13.42808584	96.81046459	251.5918714	1.083114787	4.606445477
MED23		2129.607135	1573.285364	2130.910125	569.4224146	3213.353989	1228.669855	1648.741484	2127.748398	1273.74299	1892.09748
WASF1		1356.523945	228.2806214	895.8520117	192.6343913	1431.89205	1963.857555	681.6246996	1328.944206	1102.610853	1427.998098
GPLD1		2.902690325	21.15341666	167.1870529	21.80766694	103.0783009	52.59333622	24.69654709	169.8245132	6.498688723	58.73217983
ALDH5A1		27.09177636	326.9965658	575.007494	760.8452689	950.1130345	875.0635941	385.2661346	1294.799595	249.116401	720.9087172
CRYBG1		1938.029573	957.1921036	1059.173468	1908.170857	728.2706043	1465.899371	874.2577669	553.5021171	1155.683478	112.8579142
VNN1		34.8322839	44.95101039	60.88314643	71.48068609	25.39610312	196.945259	316.1158027	45.82566229	46.57393585	32.24511834
VNN2		36.76741078	289.9780866	18.36158384	239.8843364	6.722497886	354.7252677	642.1102243	39.53586551	167.882792	31.09350697
ACOT13		1197.843541	1084.112604	688.0761945	1616.190428	701.3806128	1390.925892	1141.968337	1240.887051	1200.091184	1396.904591
SMAP1		624.0784198	466.2565588	374.9628701	357.4034304	901.5616609	455.4359115	696.4426279	681.0951376	608.7105104	580.4121301
RPS12		30823.66856	34307.31624	16451.97912	29182.29298	21326.75107	24417.8551	27684.82929	67153.46465	19857.82651	37157.89244
C6orf62		9495.667616	14688.40369	5956.884358	11514.44815	3372.453106	17407.27528	19400.61953	9618.896369	15333.65604	8478.1629
B3GAT2		24.18908604	21.15341666	288.9533457	4.846148209	773.8342011	111.9007154	36.55088969	259.678753	17.32983659	13.81933643
GMNN		2248.617438	267.0618853	301.5165347	540.3455253	724.5358833	288.7038456	462.3193615	672.1097136	3339.242889	985.7793321
EYA4		823.3964888	104.0042986	1382.917183	502.7878767	1478.949535	0	370.4482063	1780.01249	17.32983659	904.0149249
SOBP		1315.886281	131.3274617	1997.547042	29.07688926	2867.51882	318.9170388	562.0934117	1718.013065	323.8513214	1603.043026
NR2E1		0.967563442	0	14.49598724	0	64.23720202	3.357021461	0	50.31837428	0	21.88061602
SNX3		9257.647009	6973.576357	3760.259091	7899.221581	11809.9349	13122.59689	8990.531002	10413.20785	4492.760137	5364.205758
HBS1L		2340.535965	2286.331783	1482.456296	1900.901635	2993.752392	1885.527054	2302.706051	1948.039919	1712.404478	2743.138282
TRIM38		2268.936271	3258.507557	1365.521998	2220.747417	714.8256085	2713.592348	3178.939541	2043.285413	2320.031874	1998.045726
PEX7		226.4098453	505.919215	189.4142333	485.826358	363.0148858	340.1781747	262.771261	304.6058729	159.2178737	214.1997147
ZBTB24		1411.675061	703.3511038	511.2251502	401.0187643	870.9369483	706.0935139	878.2092145	743.9931054	678.0298568	748.54739
FIG4		1389.421102	1244.526013	562.4443051	889.2681964	518.3792814	1567.729022	1237.79094	901.2380251	595.7131329	591.9282438
PERP		238.0206066	7420.442284	4432.872899	7878.625451	5821.683169	2323.058851	1849.277446	4996.794275	3389.066169	392.6994769
ARFGEF3		40.63766455	190.3807499	503.493957	342.8649858	336.8718385	467.7449902	159.0457632	768.2537502	1291.072826	29.9418956
SLC16A10		404.4415186	313.7756804	162.3550571	1356.921499	311.4757354	23.49915023	124.4705973	384.5761463	207.9580391	122.0708051
HECA		2561.14043	4053.523467	2186.961276	1204.26783	2942.213241	2177.587921	2891.471733	2570.7298	2071.998588	2723.560888
ADGRG6		69.66456779	6933.032309	546.0155195	1316.940776	3049.026263	1985.118691	4170.752872	547.2123203	330.3500101	158.922369
PHACTR2		2498.248806	1595.320173	1521.112262	1366.613795	2734.562751	527.0523694	3209.56326	1887.837578	1234.750857	1243.740279
EPM2A		481.8465939	516.4959233	545.0491204	226.5574288	328.6554522	468.8639974	425.7684718	406.1411638	215.5398426	321.299572
SLC39A7		9019.626402	9501.409648	9790.589785	15001.25178	8271.660177	7449.230622	13643.36047	11663.97887	16348.5346	16723.7003
SLC22A2		840.8126307	0	2.899197449	0	2.240832629	0	1.975723767	9.883966377	24.9116401	0
PHF1		2935.587482	4168.104473	3393.027414	5190.224732	2045.133246	5323.11703	3794.377495	4729.02864	3874.301594	3864.807755
CUTA		6025.985114	3834.938161	2574.487335	7018.434144	2063.059907	6307.843325	5055.87712	6242.174038	12069.14807	8106.192428
PACRG		105.4644151	30.84873262	143.0270741	67.84607493	192.7116061	160.018023	40.50233722	150.0565804	103.9790196	100.1901891
QKI		12391.585	41511.8174	7118.496136	14573.5792	12925.1226	29217.27678	40324.52209	8942.293944	10082.71555	7566.086696
PDE10A		239.9557335	299.6734026	1197.368546	44.82687094	3937.889873	74.97347929	275.6134655	3949.992381	923.8969134	3665.578988
MDFI		1145.595115	108.4112604	5703.687781	130.8460017	7863.081694	156.6610015	398.1083391	5761.453855	654.2013314	11782.13592
TFEB		1569.387902	2185.853054	1096.863035	1823.363264	950.8599788	2752.757598	2626.724748	1639.839876	892.4865846	567.744405
SMOC2		152.8750238	2380.640766	10727.03056	128.4229275	4930.578727	2568.121418	1100.478138	7873.927033	98.56344563	264.8706149
CCND3		6296.902878	6725.905104	6586.976604	6313.31958	4396.513617	5609.582861	8157.763434	4483.726565	6859.365947	9293.50375
BYSL		2457.611142	884.9179301	649.4202285	1211.537052	876.912502	819.1132365	1196.300741	1222.916203	1697.240871	2800.71885
FAM120B		1283.956687	2950.020231	2125.11173	1433.248333	3673.471623	1941.477412	2352.099145	2860.958995	1608.425459	2912.425153
TBP		515.7113144	1035.636024	674.5466064	587.5954704	1145.812417	892.9677086	795.2288162	809.5867005	813.4192051	1185.008099
GUCA1B		109.3346689	38.78126387	170.0862503	32.71150041	8.216386305	46.99830045	69.15033185	100.6367486	64.98688723	23.03222739
PRPH2		59.98893338	130.4460694	9.663991496	2.423074105	136.6907903	53.71234337	160.0336251	170.7230556	19.49606617	606.8991916
BICRAL		2384.07632	1100.859058	2038.135807	506.4224879	1279.515431	1562.133986	1645.777898	1655.115097	783.0919911	1489.0335
PPP2R5D		6511.701962	2099.476603	2956.214999	2011.151507	2684.517489	3049.294494	2893.447457	4146.773166	4080.093403	3822.198135
MRPL2		2267.001144	1186.354117	1017.618305	2160.170564	789.5200295	1385.330856	1284.220449	1166.308032	2899.498285	2305.525961
PTK7		11463.69166	274.9944165	13850.43261	1670.709595	12342.50612	306.6079601	1699.12244	13256.196	17334.16905	13706.47852
SRF		4015.388283	3466.516154	2167.633293	1879.093968	1886.034129	2807.588948	3745.972262	2375.7461	4705.050635	1879.429755
CUL9		3488.066207	1560.064478	1931.8319	1286.65235	618.4698055	2308.511758	1775.187805	1644.332588	2688.290902	1147.004924
DNPH1		1025.617248	567.6166802	635.8906405	1497.459797	597.5553676	1916.859254	901.9178997	1538.304585	1702.656445	693.2700443
DUSP22		1662.273993	2294.264315	2078.724571	1488.979037	959.8233093	3104.125844	3142.388652	2282.297691	855.6606818	1199.979047
EXOC2		1510.366532	2098.595211	1566.533022	966.8065678	2665.843884	2260.39445	2441.006714	1806.07022	1266.161186	1622.620419
COX7A2		3333.256056	3314.035276	2152.170906	5964.396909	3246.219535	4570.025215	4415.742619	3243.738056	12669.19367	5990.682343
TMEM30A		8244.608086	17615.50772	8933.393739	10748.75673	10823.96854	9805.859687	18273.46912	8557.717797	35598.73371	4388.790928
GMDS		1253.96222	659.2814857	410.7196386	860.1913072	832.0958494	989.2023238	962.1774746	1197.757016	580.5495259	631.0830304
SENP6		2657.896774	2928.866814	3275.126718	1637.998095	6020.370329	4299.225484	3449.613697	4547.523076	11533.00625	5056.725522
IMPG1		3.870253766	3.525569443	20.29438214	0	11.95110735	4.476028615	6.915033185	25.15918714	95.31410127	11.51611369
VEGFA		14433.14386	5353.577198	3885.890981	23624.97252	1994.341039	2276.06055	2840.102915	24815.94394	13297.40024	1828.758854
PRPF4B		4160.522799	3142.163766	4018.287664	1707.055707	3990.922912	2590.501561	4389.070349	4454.074666	2483.582207	4360.000644
TTK		784.6939511	78.4439201	300.5501355	228.9805029	2264.734843	135.3998656	362.5453113	549.9079475	6019.951987	1903.613593
SLC29A1		2283.449722	3699.203738	10806.27529	1779.74793	1706.767519	2841.159163	5569.565299	3016.40683	2284.289086	2906.667096
CCN6		15.48101507	19.39063193	25.12637789	19.38459284	48.55137362	13.42808584	13.83006637	26.95627194	11.91426266	20.72900465
BTN2A1		2080.261399	2486.407849	2377.341908	1599.228909	1381.846788	2085.829334	4044.306551	2649.801531	2406.681057	2383.835534
LAMA4		13779.07097	26975.0132	10135.59428	22012.4167	9678.156123	9351.542783	72910.13418	19031.12799	2317.865644	5721.205282
TENT5A		4159.555235	2714.688471	1612.920181	9559.027343	4023.041513	914.2288445	4980.799617	9120.205338	2269.125479	530.8928412
CLIC5		50.31329896	366.659222	195.2126282	8.480759366	560.2081572	77.2114936	482.0765992	389.9674007	607.6273956	56.42895709
FBRSL1		3053.630222	2804.590492	3083.779686	3542.534341	3931.914319	2738.210505	1972.760181	3702.893222	3855.888642	4498.194008
ENPP5		2.902690325	73.15556593	2244.945225	0	126.2335714	168.9700802	30.62371839	460.9522501	558.8872302	345.4834108
LY86		349.2904024	3717.712977	77.31193197	2700.51609	133.7030135	3173.504288	1877.925441	292.9248217	336.8486988	127.828862
PRSS16		0	0.881392361	704.5049801	94.49989008	289.0674091	54.83135053	0.987861884	912.9190762	85.56606818	1.151611369
MEP1A		72.56725812	0.881392361	0	0	1.493888419	1.119007154	2.963585651	0	15.16360702	4.606445477
TBX18		1718.392672	304.0803644	1570.398618	3.634611157	6323.629678	58.18837199	600.6200252	4180.019235	1244.49889	730.1216081
ERBIN		6142.092727	7630.213666	7672.242849	2356.439567	14585.57958	7527.561123	6030.896799	8250.416297	4602.154731	6746.139401
PCDHB2		291.2365959	725.3859128	63.78234388	307.7304113	387.6640448	100.7106438	722.1270369	2305.659793	763.5959249	2292.858236
HARS2		2597.907841	2118.867235	3106.973266	2849.535147	1501.357861	1722.152009	1933.245706	1923.779274	2060.084325	3271.7279
NUDT12		473.1385229	391.3382081	1300.773255	764.47988	800.7241926	763.1628788	1060.963663	563.3860835	449.4926367	895.9536453
CEP72		15.48101507	145.4297395	431.9804199	373.1534121	593.8206466	128.6858227	81.99253633	264.171465	257.7813193	945.4729342
MAN2A1		6040.498566	5882.412615	3321.513877	3569.188156	1249.637663	3762.102051	6199.821181	2543.773528	3483.297155	2299.767904
SEMA5A		8551.325697	487.4099754	11422.83795	201.1151507	8013.964424	383.8194537	1261.499625	8070.707818	6365.465604	1884.0362
C7		34.8322839	676.909333	557.6123093	19.38459284	64.98414623	646.7861348	1702.086025	5064.184954	3312.165019	225.7158284
TENT4A		2495.346116	2019.269898	4678.338283	2174.709009	4632.547988	1327.142484	1521.307301	2634.526311	2174.894493	4495.890786
GHR		416.0522799	663.6884476	3149.494829	558.5185811	3278.338136	87.28255798	191.6452054	1960.619512	83.39983861	1209.191938
HMGCS1		2272.806524	3464.75337	3903.286165	1734.921059	3126.708461	1290.215248	3015.94233	2426.064474	2939.573532	2152.361649
DAP		7543.124591	16129.4802	10726.06416	13233.61922	12000.40567	13816.38133	10087.05769	7190.136268	11136.58624	11176.38834
NME5		2.902690325	10.57670833	47.35355833	0	3.734721048	314.4410102	69.15033185	123.1003085	29.24409925	43.76123203
BRD8		2667.572408	2519.019367	6931.9811	2639.939237	4750.565173	2690.093197	2726.498799	4709.260707	2916.828122	4097.433252
KIF20A		3076.851744	220.3480902	1427.371544	918.3450857	5529.627983	248.4195881	1091.587381	1955.228258	3957.701432	3233.724725
NNT		5828.602172	1670.238523	2579.31933	2513.939384	5153.915046	2017.569898	2005.359624	3426.142163	3159.445834	1703.233215
MRPS30		2117.996374	1913.502815	1880.612745	2036.593785	2263.987899	1116.769139	1213.094393	1462.827024	1743.814807	1089.424355
HSPA9		11255.66552	22463.1657	15649.86783	26304.89248	12547.16883	9463.443498	12032.15774	14788.21078	10716.3377	15337.16022
MRPS27		5316.761112	2721.73961	3561.180866	3045.80415	2030.941306	2534.551203	2467.678985	3482.750334	3443.221908	2550.819183
PFDN1		3366.153213	4898.77874	3423.952187	5222.936233	3270.121749	4183.967747	4769.397174	3130.521714	4831.775065	4962.29339
HBEGF		192.5451249	6689.768017	1213.797332	4167.68746	315.9574006	2117.161535	10680.76268	568.7773378	802.5880573	487.1316092
SLC4A9		0.967563442	2.644177082	31.89117194	4.846148209	3.734721048	4.476028615	1.975723767	6.289796785	0	2.303222739
LOX		4202.128027	1281.544492	12718.77921	7523.645095	3071.43459	269.680724	2296.778879	4725.43447	35666.96994	798.0666789
GZMK		111.2697958	235.3317603	30.92477279	27.8653522	22.40832629	286.4658313	510.7245938	236.3166506	1137.270527	180.802985
CDH9		0	0	0	3.634611157	0	0	0	0.898542398	0	598.837912
APBB3		1005.298416	937.8014717	2388.938698	2310.401159	948.6191461	1956.024505	1441.290488	1547.290009	671.531168	1295.56279
TMCO6		470.2358326	610.8049059	483.1995748	878.3643629	362.2679416	830.303308	718.1755893	638.8636449	361.7603389	352.393079
SPARC		464808.7693	590435.9285	290096.5959	762673.4783	269977.7559	199624.1622	668544.4204	486657.751	302360.1578	100255.831
IK		6995.483683	5725.524775	6356.973606	8752.143666	4911.905122	5493.206117	6148.452363	7085.006807	6825.789389	7627.122099
HMGCR		3135.873114	2278.399252	3985.430093	1387.209925	3132.684015	1622.560373	3918.848092	2860.958995	2337.361711	3126.624868
CERT1		4814.595685	2153.241537	4259.887452	2030.5361	2393.209247	6390.649854	3619.525941	2394.61549	1806.635465	2006.107005
FAF2		4713.969087	4167.223081	8122.584853	5431.320606	5937.459522	3210.431524	4066.039513	4915.925459	4470.014727	7791.802524
HAND1		0.967563442	14.98367013	0.96639915	1.211537052	525.1017793	8.952057229	3.951447534	55.70962867	0	1.151611369
PCDHB3		13.54588818	82.8508819	60.88314643	15.74998168	826.86724	63.78340776	36.55088969	513.9662516	23.82852532	105.948246
PCDHB5		36.76741078	36.13708679	2890.499857	197.4805395	793.2547505	810.1611792	375.3875157	2434.151356	41.15836191	38.00317519
PCDHB6		23.2215226	787.083378	90.84152006	52.09609325	247.2385334	91.7585866	278.5770512	914.716161	115.8932822	1432.604543
PCDHB7		216.7342109	484.7657983	7778.546755	213.2305212	45.56359678	531.528398	313.1522171	2789.974145	784.1751059	280.9931741
PDE8B		106.4319786	402.7963088	2047.799798	605.7685262	1033.023842	217.0873878	569.0084449	845.5283964	97.48033084	254.5061126
CLK4		1096.249379	802.0670482	1785.905629	1263.633146	867.9491715	1245.454962	833.7554297	1662.303436	673.6973976	1560.433405
PCDHB15		65.79431403	91.66480551	1087.199043	321.0573189	1332.54847	879.5396228	331.9215929	1580.536078	476.5705063	126.6772506
