entrez	cytoband	symbol
2975	106480227	1q42.3	RNU2-70P
2976	128178	1q42.3-q43	EDARADD
2977	2025	1q43	ENO1P1
2978	3964	1q43	LGALS8
2979	100287902	1q43	LGALS8-AS1
2980	55127	1q43	HEATR1
2981	88	1q43	ACTN2
2982	4548	1q43	MTR
2983	440737	1q43	RPL35P1
2984	645745	1q43	MT1HL1
2985	6262	1q43	RYR2
2986	106481816	1q43	RN7SKP195
2987	100616141	1q43	MIR4428
2988	684959	11q21	SNORA25
2989	57829	1q43	ZP4
2990	100463489	1q43	MTRNR2L11
2991	106478949	1q43	MTND6P15
2992	100873271	1q43	MTND5P18
2993	101290508	1q43	YWHAQP9
2994	106481408	1q43	RNU6-725P
2995	339535	1q43	LINC01139
2996	391179	1q43	KRT18P32
2997	100130099	1q43	MIPEPP2
2998	1131	1q43	CHRM3
2999	100506915	1q43	CHRM3-AS2
3000	100873984	1q43	CHRM3-AS1
3001	645884	1q43	RPS7P5
3002	56776	1q43	FMN2
3003	100131810	1q43	ADH5P3
3004	64388	1q43	GREM2
3005	100873839	1q43	RNU5F-8P
3006	6000	c(	RGS7
3009	100313962	1q43	RFKP1
3010	100287266	1q43	HNRNPA1P42
3011	100422856	1q43	MIR3123
3012	2271	1q43	FH
3013	8564	1q43	KMO
3014	23596	1q43	OPN3
3015	1122	1q43	CHML
3016	128025	1q43	WDR64
3017	9156	1q43	EXO1
3018	645980	1q43	CFL1P4
3019	440738	1q43	MAP1LC3C
3020	106481539	1q43	RNU6-1139P
3021	200149	1q43	TUBB8P6
3022	200150	1q43	PLD5
3023	106480836	1q43	RN7SKP12
3024	645998	1q43	RPL10AP5
3025	391183	1q43	RSL24D1P4
3026	731275	1q43	LINC01347
3027	731275	1q43	LINC01347
3028	106480399	1q43	RNU6-747P
3029	9859	1q43	CEP170
3030	10806	1q43-q44	SDCCAG8
3031	100422536	1q43	FCF1P7
3032	100616343	1q43	MIR4677
3033	10000	1q43-q44	AKT3
3034	100506953	1q44	FABP7P1
3035	100874263	1q44	AKT3-IT1
3036	10472	1q44	ZBTB18
3037	106479275	1q44	RN7SL148P
3038	200159	1q44	C1orf100
3039	126826	1q44	TGIF2P1
3040	360158	1q44	CYCSP5
3041	51029	1q44	DESI2
3042	116228	1q44	COX20
3043	3192	1q44	HNRNPU
3044	106479119	1q44	RN7SKP55
3045	106479985	1q44	RNU6-947P
3046	84288	1q44	EFCAB2
3047	106481523	1q44	RNU6-1089P
3048	106480008	1q44	RNU6-999P
3049	106481958	1q44	RNU1-132P
3050	55083	1q44	KIF26B
3051	100861455	1q44	DNAJC19P8
3052	64754	1q44	SMYD3
3053	64754	1q44	SMYD3
3054	106479039	1q44	CHCHD4P5
3055	106481782	1q44	RNU6-1283P
3056	106478975	1q44	SMYD3-IT1
3057	64216	1q44	TFB2M
3058	163882	1q44	CNST
3059	51097	1q44	SCCPDH
3060	100130097	1q44	KIF28P
3061	149134	1q44	LINC01341
3062	684959	11q21	SNORA25
3063	25909	1q44	AHCTF1
3064	57116	1q44	ZNF695
3065	93474	1q44	ZNF670
3066	93474	1q44	ZNF670
3067	79862	1q44	ZNF669
3068	388759	1q44	C1orf229
3069	100420881	1q44	FGFR3P6
3070	7678	1q44	ZNF124
3071	100500849	1q44	MIR3916
3072	100873316	1q44	RNA5SP82
3073	441931	1q44	VN1R17P
3074	317705	1q44	VN1R5
3075	84838	1q44	ZNF496
3076	114548	1q44	NLRP3
3077	127623	1q44	OR2B11
3078	148823	1q44	GCSAML
3079	148824	1q44	GCSAML-AS1
3080	81472	1q44	OR2C3
3081	81470	1q44	OR2G2
3082	81469	1q44	OR2G3
3083	127617	1q44	OR14L1P
3084	504175	1q44	OR3D1P
3085	441933	1q44	OR13G1
3086	343169	1q44	OR6F1
3087	388761	1q44	OR14A2
3088	343170	1q44	OR14K1
3089	26188	1q44	OR1C1
3090	81439	1q44	OR9H1P
3091	284532	1q44	OR14A16
3092	148818	1q44	HSD17B7P1
3093	81440	1q44	OR6R1P
3094	391189	1q44	OR11L1
3095	25893	1q44	TRIM58
3096	343171	1q44	OR2W3
3097	343172	1q44	OR2T8
3098	127608	1q44	OR2AJ1
3099	100128834	1q44	CLK3P2
3100	284521	1q44	OR2L13
3101	403245	1q44	OR2X1P
3102	391190	1q44	OR2L8
3103	391190	1q44	OR2L8
3104	391191	1q44	OR2AK2
3105	81462	1q44	OR2L9P
3106	26247	1q44	OR2L1P
3107	81465	1q44	OR2L6P
3108	81466	1q44	OR2L5
3109	26246	1q44	OR2L2
3110	391192	1q44	OR2L3
3111	403241	1q44	OR2T32P
3112	388762	1q44	OR2M1P
3113	127059	1q44	OR2M5
3114	391194	1q44	OR2M2
3115	127062	1q44	OR2M3
3116	26245	1q44	OR2M4
3117	391195	1q44	OR2T33
3118	127064	1q44	OR2T12
3119	391196	1q44	OR2M7
3120	127066	1q44	OR14C36
3121	127074	1q44	OR2T4
3122	254879	1q44	OR2T6
3123	26696	1q44	OR2T1
3124	81458	1q44	OR2T7
3125	401992	1q44	OR2T2
3126	343173	1q44	OR2T3
3127	401993	1q44	OR2T5
3128	403236	1q44	OR2AS2P
3129	391211	1q44	OR2G6
3130	81473	1q44	OR2AS1P
3131	343563	1q44	OR2T29
3132	127068	1q44	OR2T34
3133	127069	1q44	OR2T10
3134	127077	1q44	OR2T11
3135	127077	1q44	OR2T11
3136	403244	1q44	OR2T35
3137	403239	1q44	OR2T27
3138	401994	1q44	OR14I1
3139	646627	1q44	LYPD8
3140	107063538	1q44	AHCYP8
3141	80851	1q44	SH3BP5L
3142	100422879	1q44	MIR3124
3143	79894	1q44	ZNF672
3144	55657	1q44	ZNF692
3145	267002	1q44	PGBD2
3146	106480093	1q44	RNU6-1205P
3147	642273	2p25.3	FAM110C
3148	26751	2p25.3	SH3YL1
3149	52	2p25.3	ACP1
3150	129787	2p25.3	TMEM18
3151	339822	2p25.3	LINC01115
3152	54221	2p25.3	SNTG2
3153	7173	2p25.3	TPO
3154	7837	2p25.3	PXDN
3155	23040	2p25.3	MYT1L
3156	730811	2p25.3	MYT1L-AS1
3157	101927554	2p25.3	LINC01250
3158	51112	2p25.3	TRAPPC12
3159	100861515	2p25.3	TRAPPC12-AS1
3160	55256	2p25.3	ADI1
3161	246243	2p25.3	RNASEH1
3162	100506054	2p25.3	RNASEH1-AS1
3163	6201	2p25.3	RPS7
3164	78989	2p25.3	COLEC11
3165	7116	2p25.3	TMSB4XP2
3166	55821	2p25.3	ALLC
3167	100240713	2p25.3	GAPDHP48
3168	728597	2p25.3	DCDC2C
3169	100505964	2p25.3	LINC01304
3170	442006	2p25.2	NPM1P48
3171	727982	2p25.2	LINC01249
3172	677814	13q14.13	SNORA31
3173	106479854	2p25.2	RNU6-649P
3174	102723818	2p25.2	LINC01248
3175	6664	2p25.2	SOX11
3176	102465693	2p25.2	MIR7158
3177	101929390	2p25.2	LINC01247
3178	102800314	2p25.2	MIR7515HG
3179	400941	2p25.2	LINC00487
3180	104326052	2p25.2	NRIR
3181	129607	2p25.2	CMPK2
3182	91543	2p25.2	RSAD2
3183	9781	2p25.1	RNF144A
3184	106479145	2p25.1	RN7SKP112
3185	106479558	2p25.1	RNU6ATAC37P
3186	339788	2p25.1	LINC00298
3187	339789	2p25.1	LINC00299
3188	100874413	2p25.1	SNRPEP5
3189	100506299	2p25.1	ID2-AS1
3190	3398	2p25.1	ID2
3191	57498	2p25.1	KIDINS220
3192	129642	2p25.1	MBOAT2
3193	644651	2p25.1	HMGB1P25
3194	100270977	2p25.1	RPL30P3
3195	8853	c(	ASAP2
3198	106481691	2p25.1	EIF1P7
3199	9270	2p25.1	ITGB1BP1
3200	51692	2p25.1	CPSF3
3201	285148	2p25.1	IAH1
3202	6868	2p25.1	ADAM17
3203	10971	2p25.1	YWHAQ
3204	106481195	2p25.1	RNU4-73P
3205	9014	2p25.1	TAF1B
3206	29841	2p25.1	GRHL1
3207	8462	2p25.1	KLF11
3208	192668	2p25.1	CYS1
3209	677810	4q12	SNORA26
3210	6241	2p25.1	RRM2
3211	100422929	2p25.1	MIR4261
3212	106480485	2p25.1	RN7SL66P
3213	677831	20p13	SNORA51
3214	3241	2p25.1	HPCAL1
3215	4953	2p25.1	ODC1
3216	100302743	2p25.1	SNORA80B
3217	79954	2p25.1	NOL10
3218	106479524	2p25.1	RN7SL832P
3219	245973	2p25.1	ATP6V1C2
3220	106481801	2p25.1	RNU7-138P
3221	10130	2p25.1	PDIA6
3222	106481803	2p25.1	RNU7-176P
3223	3754	2p25.1	KCNF1
3224	130813	2p25.1	C2orf50
3225	9475	2p25.1	ROCK2
3226	106480636	2p25.1	RNU6-1081P
3227	100874055	2p25.1	LINC00570
3228	1876	2p25.1	E2F6
3229	9687	2p25.1	GREB1
3230	100873317	2p25.1	RNA5SP84
3231	100616469	2p25.1	MIR4429
3232	106480203	2p25.1	RNU2-13P
3233	100873318	2p25.1	RNA5SP85
3234	106479468	2p25.1	RN7SL674P
3235	23620	2p25.1	NTSR2
3236	23175	2p25.1	LPIN1
3237	100422862	2p25.1	MIR548S
3238	100422996	2p25.1	MIR4262
3239	100500884	2p24.3	MIR3681
3240	106480614	2p24.3	RNU6-843P
3241	28951	2p24.3	TRIB2
3242	100422986	2p24.3	MIR3125
3243	100499171	2p24.3	LINC00276
3244	106480128	2p24.3	RNU6-1288P
3245	51594	2p24.3	NBAS
3246	1653	2p24.3	DDX1
3247	100873836	2p24.3	RNU5E-7P
3248	103752554	2p24.3	MYCNUT
3249	10408	2p24.3	MYCNOS
3250	4613	2p24.3	MYCN
3251	106480949	2p24.3	RN7SL104P
3252	104797537	2p24.3	GACAT3
3253	677822	11q21	SNORA40
3254	106479170	2p24.2	RN7SKP168
3255	100420972	2p24.2	ZFYVE9P2
3256	388925	2p24.2	PSMC1P10
3257	729475	2p24.2	RAD51AP2
3258	7447	2p24.2	VSNL1
3259	79677	2p24.2	SMC6
3260	348654	2p24.2	GEN1
3261	343930	2p24.2	MSGN1
3262	3790	2p24.2	KCNS3
3263	677822	11q21	SNORA40
3264	57665	2p24.2	RDH14
3265	100526794	2p24.2	NT5C1B-RDH14
3266	93034	2p24.2	NT5C1B
3267	106480097	2p24.2	RNU6-1215P
3268	400945	2p24.2-p24.1	LINC01376
3269	100616307	2p24.1	MIR4757
3270	130497	2p24.1	OSR1
3271	130500	2p24.1	CISD1P1
3272	400946	2p24.1	LINC00954
3273	130502	2p24.1	TTC32
3274	57539	2p24.1	WDR35
3275	4148	2p24.1	MATN3
3276	9741	2p24.1	LAPTM4A
3277	106479272	2p24.1	RN7SL140P
3278	106481483	2p24.1	RNU6-961P
3279	6382	2p24.1	SDC1
3280	106479068	2p24.1	RNU7-113P
3281	23369	2p24.1	PUM2
3282	100289450	2p24.1	SLC7A15P
3283	100873319	2p24.1	RNA5SP86
3284	388	2p24.1	RHOB
3285	64342	2p24.1	HS1BP3
3286	100874343	2p24.1	HS1BP3-IT1
3287	151449	2p24.1	GDF7
3288	338	2p24.1	APOB
3289	100129278	2p24.1	TDRD15
3290	100287183	2p24.1	NUTF2P8
3291	106479264	2p24.1	RN7SL117P
3292	100873320	2p24.1	RNA5SP87
3293	106480841	2p24.1	RN7SKP27
3294	114818	2p24.1	KLHL29
3295	54454	2p24.1-p23.3	ATAD2B
3296	100420567	2p23.3	PGAM1P6
3297	165324	2p23.3	UBXN2A
3298	100422591	2p23.3	SDHCP3
3299	106479444	2p23.3	RN7SL610P
3300	388931	2p23.3	MFSD2B
3301	106481295	2p23.3	RNU6-370P
3302	2281	2p23.3	FKBP1B
3303	51639	2p23.3	SF3B6
3304	375190	2p23.3	FAM228B
3305	9540	2p23.3	TP53I3
3306	375189	2p23.3	PFN4
3307	653140	2p23.3	FAM228A
3308	50618	2p23.3	ITSN2
3309	677763	17p13.1	SCARNA21
3310	646049	2p23.3	HMGN2P20
3311	100271323	2p23.3	RPL36AP13
3312	8648	2p23.3	NCOA1
3313	100873321	2p23.3	RNA5SP88
3314	106481924	2p23.3	RNU6-936P
3315	391356	2p23.3	PTRHD1
3316	79172	2p23.3	CENPO
3317	109	2p23.3	ADCY3
3318	51277	2p23.3	DNAJC27
3319	729723	2p23.3	DNAJC27-AS1
3320	22979	2p23.3	EFR3B
3321	100421648	2p23.3	SUCLA2P3
3322	5443	2p23.3	POMC
3323	106144568	2p23.3	LINC01381
3324	1788	2p23.3	DNMT3A
3325	100302246	2p23.3	MIR1301
3326	1838	2p23.3	DTNB
3327	55252	2p23.3	ASXL2
3328	751599	2p23.3	TPM3P7
3329	101929293	2p23.3	PTGES3P2
3330	3797	2p23.3	KIF3C
3331	729769	2p23.3	UQCRHP2
3332	391358	2p23.3	TRMT112P6
3333	10890	2p23.3	RAB10
3334	106481477	2p23.3	RNU6-942P
3335	646196	2p23.3	SMARCE1P6
3336	150947	2p23.3	PPIL1P1
3337	3030	2p23.3	HADHA
3338	3032	2p23.3	HADHB
3339	92749	2p23.3	DRC1
3340	9381	2p23.3	OTOF
3341	130106	2p23.3	CIB4
3342	3777	2p23.3	KCNK3
3343	54978	2p23.3	SLC35F6
3344	1058	2p23.3	CENPA
3345	100128579	2p23.3	CDKN2AIPNLP2
3346	56896	2p23.3	DPYSL5
3347	22924	2p23.3	MAPRE3
3348	54867	2p23.3	TMEM214
3349	60509	2p23.3	AGBL5
3350	100874031	2p23.3	AGBL5-AS1
3351	106481744	2p23.3	AGBL5-IT1
3352	100128731	2p23.3	OST4
3353	11117	2p23.3	EMILIN1
3354	3795	2p23.3	KHK
3355	10669	2p23.3	CGREF1
3356	84696	2p23.3	ABHD1
3357	10113	2p23.3	PREB
3358	339779	2p23.3	PRR30
3359	150921	2p23.3	TCF23
3360	8884	2p23.3	SLC5A6
3361	51374	2p23.3	ATRAID
3362	790	2p23.3	CAD
3363	7781	2p23.3	SLC30A3
3364	285126	2p23.3	DNAJC5G
3365	57159	2p23.3	TRIM54
3366	7349	2p23.3	UCN
3367	4358	2p23.3	MPV17
3368	2976	2p23.3	GTF3C2
3369	100505624	2p23.3	GTF3C2-AS1
3370	8890	2p23.3	EIF2B4
3371	9784	2p23.3	SNX17
3372	130557	2p23.3	ZNF513
3373	5496	2p23.3	PPM1G
3374	2498	2p23.3	FTH1P3
3375	29959	2p23.3	NRBP1
3376	200634	2p23.3	KRTCAP3
3377	26160	2p23.3	IFT172
3378	106481491	2p23.3	RNU6-986P
3379	64838	2p23.3	FNDC4
3380	2646	2p23.3	GCKR
3381	84226	2p23.3	C2orf16
3382	84450	2p23.3	ZNF512
3383	79635	2p23.3	CCDC121
3384	11321	2p23.3	GPN1
3385	9913	2p23.3	SUPT7L
3386	22950	2p23.3	SLC4A1AP
3387	100129995	2p23.2	LINC01460
3388	9553	2p23.2	MRPL33
3389	64080	2p23.2	RBKS
3390	100422965	2p23.2	MIR4263
3391	403150	2p23.2	FLJ31356
3392	2355	2p23.2	FOSL2
3393	151056	2p23.2	PLB1
3394	100874408	2p23.2	SNRPGP7
3395	100873322	2p23.2	RNA5SP89
3396	5500	2p23.2	PPP1CB
3397	245711	2p23.2	SPDYA
3398	55006	2p23.2	TRMT61B
3399	23160	2p23.2	WDR43
3400	692209	2p23.2	SNORD92
3401	26796	2p23.2	SNORD53
3402	79745	2p23.2	CLIP4
3403	238	2p23.2-p23.1	ALK
3404	106479411	2p23.2	RN7SL516P
3405	51646	2p23.1	YPEL5
3406	26784	16p13.3	SNORA64
3407	81606	2p23.1	LBH
3408	253558	2p23.1	LCLAT1
3409	92291	2p23.1	CAPN13
3410	79623	2p23.1	GALNT14
3411	440854	2p23.1	CAPN14
3412	100873323	2p23.1	RNA5SP90
3413	30845	2p23.1	EHD3
3414	7498	2p23.1	XDH
3415	6716	2p23.1	SRD5A2
3416	100418769	2p22.3	KRT18P52
3417	339736	2p22.3	AK2P2
3418	7795	1p36.1-p35	MEMO1
3419	84661	2p22.3	DPY30
3420	6683	2p22.3	SPAST
3421	55676	2p22.3	SLC30A6
3422	192146	2p22.3	DDX50P1
3423	106480598	2p22.3	RNU6-647P
3424	58484	2p22.3	NLRC4
3425	84272	2p22.3	YIPF4
3426	57448	2p22.3	BIRC6
3427	100874009	2p22.3	BIRC6-AS1
3428	693143	2p22.3	MIR558
3429	103752586	2p22.3	BIRC6-AS2
3430	55622	2p22.3	TTC27
3431	100616219	2p22.3	MIR4765
3432	285045	2p22.3	LINC00486
3433	4052	2p22.3	LTBP1
3434	100873324	2p22.3	RNA5SP91
3435	100873325	2p22.3	RNA5SP92
3436	25780	2p22.3	RASGRP3
3437	25940	2p22.3	FAM98A
3438	100133262	2p22.3	ATP6V0E1P3
3439	100288283	2p22.3	HNRNPA1P61
3440	104355287	2p22.3	LINC01317
3441	151325	2p22.3	MYADML
3442	344371	2p22.3	SLC25A5P2
3443	106144585	2p22.3	LINC01318
3444	104355288	2p22.3	LINC01320
3445	106479441	2p22.3	RN7SL602P
3446	100616475	2p22.3	MIR548AD
3447	106481532	2p22.3	RNU6-1117P
3448	351143	2p22.3	MRPL50P1
3449	51232	2p22.2	CRIM1
3450	9637	2p22.2	FEZ2
3451	5212	2p22.2	VIT
3452	6801	2p22.2	STRN
3453	106479822	2p22.2	RNU6-577P
3454	54497	2p22.2	HEATR5B
3455	253635	2p22.2	GPATCH11
3456	5610	2p22.2	EIF2AK2
3457	391365	2p22.2	SULT6B1
3458	100505876	2p22.2	CEBPZOS
3459	10153	2p22.2	CEBPZ
3460	55471	2p22.2	NDUFAF7
3461	23683	2p22.2	PRKD3
3462	106481476	2p22.2	RNU6-939P
3463	25797	2p22.2	QPCT
3464	106480057	2p22.2	RNU6-1116P
3465	10602	2p22.2	CDC42EP3
3466	101929559	2p22.2	LINC00211
3467	151393	2p22.2	RMDN2
3468	101410544	2p22.2	RMDN2-AS1
3469	1545	2p22.2	CYP1B1
3470	285154	2p22.2	CYP1B1-AS1
3471	106481480	2p22.2	RNU6-951P
3472	100131085	2p22.2	RPL7P12
3473	391367	2p22.2	GAPDHP25
3474	64225	2p22.2-p22.1	ATL2
3475	220717	2p22.1	RPLP0P6
3476	92906	2p22.1	HNRNPLL
3477	130589	2p22.1	GALM
3478	6432	2p22.1	SRSF7
3479	79833	2p22.1	GEMIN6
3480	646640	2p22.1	TTC39DP
3481	90957	2p22.1	DHX57
3482	447	2p22.1	ASS1P2
3483	729967	2p22.1	MORN2
3484	106479942	2p22.1	RNU6-851P
3485	100271715	2p22.1	ARHGEF33
3486	106480486	2p22.1	RN7SL96P
3487	6654	2p22.1	SOS1
3488	100505911	2p21	SOS1-IT1
3489	106481239	2p22.1	RNU6-198P
3490	106480256	2p22.1	HSPE1P13
3491	344387	2p22.1	CDKL4
3492	8491	2p22.1	MAP4K3
3493	26781	17p13.1	SNORA67
3494	106480391	2p22.1	RNU6-373P
3495	130733	2p22.1	TMEM178A
3496	80745	c(	THUMPD2
3499	100128590	2p22.1	SLC8A1-AS1
3500	6546	2p22.1	SLC8A1
3501	101060039	2p22.1	HNRNPA1P57
3502	442013	2p21	LDHAP3
3503	106479587	2p21	RNU4-63P
3504	400950	2p21	C2orf91
3505	91461	2p21	PKDCC
3506	27436	2p21	EML4
3507	9167	2p21	COX7A2L
3508	692195	1q25.1	SNORD75
3509	170850	2p21	KCNG3
3510	100420568	2p21	VDAC1P13
3511	57504	2p21	MTA3
3512	106481220	2p21	RNU6-137P
3513	165140	2p21	OXER1
3514	23498	2p21	HAAO
3515	100874223	2p21	FTOP1
3516	106481254	2p21	RNU6-242P
3517	678	2p21	ZFP36L2
3518	100129726	2p21	LINC01126
3519	63892	2p21	THADA
3520	106481482	2p21	RNU6-958P
3521	106479416	2p21	RN7SL531P
3522	130271	2p21	PLEKHH2
3523	106480853	2p21	RN7SKP66
3524	51626	2p21	DYNC2LI1
3525	64240	2p21	ABCG5
3526	64241	2p21	ABCG8
3527	10128	2p21	LRPPRC
3528	106480027	2p21	RNU6-1048P
3529	106479389	2p21	RN7SL455P
3530	106481903	2p21	RNU6-566P
3531	100996500	2p21	PDSS1P2
3532	5495	2p21	PPM1B
3533	6519	2p21	SLC3A1
3534	9581	2p21	PREPL
3535	79823	2p21	CAMKMT
3536	100506108	2p21	SIX3-AS1
3537	6496	2p21	SIX3
3538	10736	2p21	SIX2
3539	400952	2p21	LINC01121
3540	55133	2p21	SRBD1
3541	106481036	2p21	RN7SL414P
3542	5581	2p21	PRKCE
3543	2034	2p21	EPAS1
3544	388946	2p21	TMEM247
3545	106481144	2p21	RN7SL817P
3546	90423	c(	ATP6V1E2
3549	23433	2p21	RHOQ
3550	5281	2p21	PIGF
3551	9419	2p21	CRIPT
3552	9655	2p21	SOCS5
3553	388948	2p21	LINC01118
3554	100134259	2p21	LINC01119
3555	90411	2p21	MCFD2
3556	57217	2p21	TTC7A
3557	805	2p21	CALM2
3558	618	2p21	BCYRN1
3559	4072	2p21	EPCAM
3560	106481749	2p21	RN7SKP119
3561	693144	2p21	MIR559
3562	4436	2p21-p16.3	MSH2
3563	56660	2p16.3	KCNK12
3564	2956	2p16.3	MSH6
3565	80204	2p16.3	FBXO11
3566	100271325	2p16.3	RPL36AP15
3567	106480902	2p16.3	RN7SKP224
3568	3344	2p16.3	FOXN2
3569	106481187	2p16.3	RNU4-49P
3570	129285	2p16.3	PPP1R21
3571	106479691	2p16.3	RNU6-282P
3572	11037	2p16.3	STON1
3573	286749	2p16.3	STON1-GTF2A1L
3574	11036	2p16.3	GTF2A1L
3575	102724868	2p16.3	TPT1P11
3576	3973	2p16.3	LHCGR
3577	646936	2p16.3	CTBP2P5
3578	2492	2p16.3	FSHR
3579	106481317	2p16.3	RNU6-439P
3580	130728	2p16.3	RPL7P13
3581	654321	2q37.1	SNORA75
3582	9378	2p16.3	NRXN1
3583	103504737	2p16.3	MIR8485
3584	100128029	2p16.3	KNOP1P3
3585	1424	2p16.3	CRYGGP
3586	100419682	2p16.3	ZNF863P
3587	106481787	2p16.2	FTH1P6
3588	100616431	2p16.2	MIR4431
3589	677781	17q25.2	SCARNA16
3590	100302652	2p16.2	GPR75-ASB3
3591	106480007	2p16.2	RNU6-997P
3592	100302652	2p16.2	GPR75-ASB3
3593	494143	2p16.2	CHAC2
3594	27248	2p16.2	ERLEC1
3595	100500850	2p16.2	MIR3682
3596	10936	2p16.2	GPR75
3597	23198	2p16.2	PSME4
3598	98	2p16.2	ACYP2
3599	100873894	2p16.2	HMGB1P31
3600	106480828	2p16.2	RNU7-172P
3601	388951	2p16.2	TSPYL6
3602	129852	2p16.2	C2orf73
3603	6711	2p16.2	SPTBN1
3604	400954	2p16.1	EML6
3605	100151678	2p16.1	RNU7-81P
3606	57142	2p16.1	RTN4
3607	106481315	2p16.1	RNU6-433P
3608	130162	2p16.1	CLHC1
3609	6233	2p16.1	RPS27A
3610	4528	2p16.1	MTIF2
3611	344405	2p16.1	PRORSD1P
3612	55704	2p16.1	CCDC88A
3613	652959	2p16.1	BTF3P5
3614	106479909	2p16.1	RNU6-775P
3615	106480561	2p16.1	RNU6-221P
3616	106479847	2p16.1	RNU6-634P
3617	112942	2p16.1	CFAP36
3618	677800	10q24.31	SNORA12
3619	87178	2p16.1	PNPT1
3620	2202	2p16.1	EFEMP1
3621	106481817	2p16.1	RN7SKP208
3622	104355290	2p16.1	MIR217HG
3623	406999	2p16.1	MIR217
3624	406998	2p16.1	MIR216A
3625	100126319	2p16.1	MIR216B
3626	114800	2p16.1	CCDC85A
3627	100873326	2p16.1	RNA5SP93
3628	692198	1q25.1	SNORD78
3629	7444	2p16.1	VRK2
3630	55120	2p16.1	FANCL
3631	339799	2p16.1	EIF3FP3
3632	400955	2p16.1	LINC01122
3633	106480585	2p16.1	RNU6-508P
3634	100873327	2p16.1	RNA5SP94
3635	106480155	2p16.1	RNU1-32P
3636	100616473	2p16.1	MIR4432
3637	53335	2p16.1	BCL11A
3638	106479355	2p16.1	RN7SL361P
3639	106481374	2p16.1	RNU6-612P
3640	484	2p16.1	ATP1B3P1
3641	64895	2p16.1	PAPOLG
3642	400957	2p16.1	LINC01185
3643	106481095	2p16.1	RN7SL632P
3644	100270953	2p16.1	RPL21P33
3645	5966	2p16.1	REL
3646	106479581	2p16.1	RNU4-51P
3647	100271700	2p16.1	NONOP2
3648	150962	2p16.1-p15	PUS10
3649	100873328	2p16.1	RNA5SP95
3650	5194	2p15	PEX13
3651	84542	2p15	KIAA1841
3652	339804	2p15	C2orf74
3653	9736	2p15	USP34
3654	100124537	2p15	SNORA70B
3655	7514	2p15	XPO1
3656	106481541	2p15	RNU6-1145P
3657	100216342	2p15	RPS24P7
3658	84140	2p15	FAM161A
3659	10575	2p15	CCT4
3660	150684	2p15	COMMD1
3661	10678	2p15	B3GNT2
3662	100847087	2p15	MIR5192
3663	106480936	2p15	RN7SL51P
3664	106480927	2p15	RN7SL18P
3665	200728	2p15	TMEM17
3666	107133519	2p15	PSAT1P2
3667	100129162	2p15	RSL24D1P2
3668	23301	2p15	EHBP1
3669	5013	2p15	OTX1
3670	100169989	2p15	DBIL5P2
3671	51057	2p15	WDPCP
3672	4190	2p15	MDH1
3673	100271132	2p15	RPS4XP5
3674	391378	2p15	HNRNPA1P66
3675	7360	2p15	UGP2
3676	51542	2p15-p14	VPS54
3677	57162	2p14	PELI1
3678	150992	2p14	LINC00309
3679	102465833	2p14	MIR4433B
3680	29094	2p14	LGALSL
3681	54812	2p14	AFTPH
3682	106481208	2p14	RNU6-100P
3683	9792	2p14	SERTAD2
3684	106479299	2p14	RN7SL211P
3685	6509	2p14	SLC1A4
3686	106481354	2p14	RNU6-548P
3687	23177	2p14	CEP68
3688	5861	2p14	RAB1A
3689	10097	2p14	ACTR2
3690	200734	2p14	SPRED2
3691	106479454	2p14	RN7SL635P
3692	106479538	2p14	VTRNA2-2P
3693	647162	2p14	KRT18P33
3694	100616464	2p14	MIR4778
3695	730198	2p14	MEIS1-AS3
3696	4211	2p14	MEIS1
3697	100873998	2p14	MEIS1-AS2
3698	54465	2p14	ETAA1
3699	10438	2p14	C1D
3700	116143	2p14	WDR92
3701	56902	2p14	PNO1
3702	5534	2p14	PPP3R1
3703	25927	2p14	CNRIP1
3704	5341	2p14	PLEK
3705	554251	2p13.3	FBXO48
3706	200558	2p13.3	APLF
3707	10887	2p13.3	PROKR1
3708	9938	2p13.3	ARHGAP25
3709	27302	2p13.3	BMP10
3710	200504	2p13.3	GKN2
3711	56287	2p13.3	GKN1
3712	84168	2p13.3	ANTXR1
3713	100423030	2p13.3	MIR3126
3714	100873329	2p13.3	RNA5SP96
3715	106480098	2p13.3	RNU6-1216P
3716	2673	2p13.3	GFPT1
3717	27247	2p13.3	NFU1
3718	22848	2p13.3	AAK1
3719	106479442	2p13.3	RN7SL604P
3720	100124535	2p13.3	SNORA36C
3721	100128857	2p13.3	B3GALNT1P1
3722	307	2p13.3	ANXA4
3723	64395	2p13.3	GMCL1
3724	11017	2p13.3	SNRNP27
3725	4084	2p13.3	MXD1
3726	151516	2p13.3	ASPRV1
3727	400960	2p13.3	PCBP1-AS1
3728	106479394	2p13.3	RN7SL470P
3729	5093	2p13.3	PCBP1
3730	54980	2p13.3	C2orf42
3731	7072	2p13.3	TIA1
3732	100302268	2p13.3	MIR1285-2
3733	51449	2p13.3	PCYOX1
3734	6637	2p13.3	SNRPG
3735	84908	2p13.3	FAM136A
3736	100128042	2p13.3	BRD7P6
3737	7039	2p13.3	TGFA
3738	100874273	2p13.3	TGFA-IT1
3739	119	2p13.3	ADD2
3740	344018	2p13.3	FIGLA
3741	100874467	2p13.3	HMGN2P21
3742	165530	2p13.3	CLEC4F
3743	50489	2p13.3	CD207
3744	104355141	2p13.3	LINC01143
3745	25806	2p13.3	VAX2
3746	525	2p13.3	ATP6V1B1
